O*NET-SOC Code,Occupation,soc2019_code,soc2010_code,soc2010_6,isco08_code,isco08_title,4-digit code,Exposure,Mean
19-3039.03,Clinical Neuropsychologists,19-3039.03,19-3039.01,19-3039,2634,Psychologists,2634,Gradient 1,0.39
19-3041.00,Sociologists,19-3041.00,19-3041.00,19-3041,2632,"Sociologists, anthropologists and related professionals",2632,Gradient 2,0.48
19-3051.00,Urban and Regional Planners,19-3051.00,19-3051.00,19-3051,2164,Town and traffic planners,2164,Minimal Exposure,0.41
19-3051.00,Urban and Regional Planners,19-3051.00,19-4061.01,19-4061,3314,"Statistical, mathematical and related associate professionals",3314,Gradient 3,0.57
19-3091.00,Anthropologists and Archeologists,19-3091.00,19-3091.00,19-3091,2632,"Sociologists, anthropologists and related professionals",2632,Gradient 2,0.48
19-3091.00,Anthropologists and Archeologists,19-3091.00,19-3091.01,19-3091,2632,"Sociologists, anthropologists and related professionals",2632,Gradient 2,0.48
19-3091.00,Anthropologists and Archeologists,19-3091.00,19-3091.02,19-3091,2632,"Sociologists, anthropologists and related professionals",2632,Gradient 2,0.48
19-3092.00,Geographers,19-3092.00,19-3092.00,19-3092,2632,"Sociologists, anthropologists and related professionals",2632,Gradient 2,0.48
19-3093.00,Historians,19-3093.00,19-3093.00,19-3093,2633,"Philosophers, historians and political scientists",2633,Gradient 2,0.47
19-3094.00,Political Scientists,19-3094.00,19-3094.00,19-3094,2633,"Philosophers, historians and political scientists",2633,Gradient 2,0.47
19-3099.00,"Social Scientists and Related Workers, All Other",19-3099.00,19-3099.00,19-3099,2633,"Philosophers, historians and political scientists",2633,Gradient 2,0.47
19-3099.00,"Social Scientists and Related Workers, All Other",19-3099.00,19-3099.00,19-3099,2643,"Translators, interpreters and other linguists",2643,Gradient 3,0.59
19-3099.01,Transportation Planners,19-3099.01,19-3099.01,19-3099,2633,"Philosophers, historians and political scientists",2633,Gradient 2,0.47
19-3099.01,Transportation Planners,19-3099.01,19-3099.01,19-3099,2643,"Translators, interpreters and other linguists",2643,Gradient 3,0.59
19-4012.00,Agricultural Technicians,19-4012.00,19-4011.00,19-4011,3142,Agricultural technicians,3142,Not Exposed,0.26
19-4012.00,Agricultural Technicians,19-4012.00,19-4011.01,19-4011,3142,Agricultural technicians,3142,Not Exposed,0.26
19-4012.01,Precision Agriculture Technicians,19-4012.01,19-4099.02,19-4099,3111,Chemical and physical science technicians,3111,Not Exposed,0.26
19-4012.01,Precision Agriculture Technicians,19-4012.01,19-4099.02,19-4099,3119,Physical and engineering science technicians not elsewhere classified,3119,Not Exposed,0.26
19-4013.00,Food Science Technicians,19-4013.00,19-4011.00,19-4011,3142,Agricultural technicians,3142,Not Exposed,0.26
19-4013.00,Food Science Technicians,19-4013.00,19-4011.02,19-4011,3142,Agricultural technicians,3142,Not Exposed,0.26
19-4021.00,Biological Technicians,19-4021.00,19-4021.00,19-4021,3141,Life science technicians (excluding medical),3141,Gradient 1,0.38
19-4031.00,Chemical Technicians,19-4031.00,19-4031.00,19-4031,3111,Chemical and physical science technicians,3111,Not Exposed,0.26
19-4042.00,"Environmental Science and Protection Technicians, Including Health",19-4042.00,19-4091.00,19-4091,3141,Life science technicians (excluding medical),3141,Gradient 1,0.38
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",19-4043.00,19-4041.00,19-4041,3111,Chemical and physical science technicians,3111,Not Exposed,0.26
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",19-4043.00,19-4041.00,19-4041,3117,Mining and metallurgical technicians,3117,Not Exposed,0.28
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",19-4043.00,19-4041.01,19-4041,3111,Chemical and physical science technicians,3111,Not Exposed,0.26
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",19-4043.00,19-4041.01,19-4041,3117,Mining and metallurgical technicians,3117,Not Exposed,0.28
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",19-4043.00,19-4041.02,19-4041,3111,Chemical and physical science technicians,3111,Not Exposed,0.26
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",19-4043.00,19-4041.02,19-4041,3117,Mining and metallurgical technicians,3117,Not Exposed,0.28
19-4044.00,Hydrologic Technicians,19-4044.00,19-4041.00,19-4041,3111,Chemical and physical science technicians,3111,Not Exposed,0.26
19-4044.00,Hydrologic Technicians,19-4044.00,19-4041.00,19-4041,3117,Mining and metallurgical technicians,3117,Not Exposed,0.28
19-4044.00,Hydrologic Technicians,19-4044.00,19-4099.00,19-4099,3111,Chemical and physical science technicians,3111,Not Exposed,0.26
19-4044.00,Hydrologic Technicians,19-4044.00,19-4099.00,19-4099,3119,Physical and engineering science technicians not elsewhere classified,3119,Not Exposed,0.26
19-4051.00,Nuclear Technicians,19-4051.00,19-4051.00,19-4051,3119,Physical and engineering science technicians not elsewhere classified,3119,Not Exposed,0.26
19-4051.00,Nuclear Technicians,19-4051.00,19-4051.01,19-4051,3119,Physical and engineering science technicians not elsewhere classified,3119,Not Exposed,0.26
19-4051.02,Nuclear Monitoring Technicians,19-4051.02,19-4051.02,19-4051,3119,Physical and engineering science technicians not elsewhere classified,3119,Not Exposed,0.26
19-4061.00,Social Science Research Assistants,19-4061.00,19-4061.00,19-4061,3314,"Statistical, mathematical and related associate professionals",3314,Gradient 3,0.57
19-4071.00,Forest and Conservation Technicians,19-4071.00,19-4093.00,19-4093,3143,Forestry technicians,3143,Not Exposed,0.21
19-4092.00,Forensic Science Technicians,19-4092.00,19-4092.00,19-4092,3119,Physical and engineering science technicians not elsewhere classified,3119,Not Exposed,0.26
19-4099.00,"Life, Physical, and Social Science Technicians, All Other",19-4099.00,19-4099.00,19-4099,3111,Chemical and physical science technicians,3111,Not Exposed,0.26
19-4099.00,"Life, Physical, and Social Science Technicians, All Other",19-4099.00,19-4099.00,19-4099,3119,Physical and engineering science technicians not elsewhere classified,3119,Not Exposed,0.26
19-4099.01,Quality Control Analysts,19-4099.01,19-4099.01,19-4099,3111,Chemical and physical science technicians,3111,Not Exposed,0.26
19-4099.01,Quality Control Analysts,19-4099.01,19-4099.01,19-4099,3119,Physical and engineering science technicians not elsewhere classified,3119,Not Exposed,0.26
19-4099.03,Remote Sensing Technicians,19-4099.03,19-4099.03,19-4099,3111,Chemical and physical science technicians,3111,Not Exposed,0.26
19-4099.03,Remote Sensing Technicians,19-4099.03,19-4099.03,19-4099,3119,Physical and engineering science technicians not elsewhere classified,3119,Not Exposed,0.26
19-5011.00,Occupational Health and Safety Specialists,19-5011.00,29-9011.00,29-9011,2263,Environmental and occupational health and hygiene professionals,2263,Not Exposed,0.28
19-5012.00,Occupational Health and Safety Technicians,19-5012.00,29-9012.00,29-9012,3257,Environmental and occupational health inspectors and associates,3257,Not Exposed,0.24
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,21-1011.00,21-1011.00,21-1011,2635,Social work and counselling professionals,2635,Not Exposed,0.28
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",21-1012.00,21-1012.00,21-1012,2359,Teaching professionals not elsewhere classified,2359,Minimal Exposure,0.33
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",21-1012.00,21-1012.00,21-1012,2423,Personnel and careers professionals,2423,Gradient 2,0.45
21-1013.00,Marriage and Family Therapists,21-1013.00,21-1013.00,21-1013,2635,Social work and counselling professionals,2635,Not Exposed,0.28
21-1014.00,Mental Health Counselors,21-1014.00,21-1014.00,21-1014,2635,Social work and counselling professionals,2635,Not Exposed,0.28
21-1015.00,Rehabilitation Counselors,21-1015.00,21-1015.00,21-1015,2635,Social work and counselling professionals,2635,Not Exposed,0.28
21-1019.00,"Counselors, All Other",21-1019.00,21-1019.00,21-1019,2635,Social work and counselling professionals,2635,Not Exposed,0.28
21-1021.00,"Child, Family, and School Social Workers",21-1021.00,21-1021.00,21-1021,2635,Social work and counselling professionals,2635,Not Exposed,0.28
21-1022.00,Healthcare Social Workers,21-1022.00,21-1022.00,21-1022,2635,Social work and counselling professionals,2635,Not Exposed,0.28
21-1023.00,Mental Health and Substance Abuse Social Workers,21-1023.00,21-1023.00,21-1023,2635,Social work and counselling professionals,2635,Not Exposed,0.28
21-1029.00,"Social Workers, All Other",21-1029.00,21-1029.00,21-1029,2635,Social work and counselling professionals,2635,Not Exposed,0.28
21-1091.00,Health Education Specialists,21-1091.00,21-1091.00,21-1091,2263,Environmental and occupational health and hygiene professionals,2263,Not Exposed,0.28
21-1092.00,Probation Officers and Correctional Treatment Specialists,21-1092.00,21-1092.00,21-1092,2635,Social work and counselling professionals,2635,Not Exposed,0.28
21-1093.00,Social and Human Service Assistants,21-1093.00,21-1093.00,21-1093,3412,Social work associate professionals,3412,Minimal Exposure,0.33
21-1094.00,Community Health Workers,21-1094.00,21-1094.00,21-1094,3253,Community health workers,3253,Not Exposed,0.22
21-1099.00,"Community and Social Service Specialists, All Other",21-1099.00,21-1099.00,21-1099,2635,Social work and counselling professionals,2635,Not Exposed,0.28
21-2011.00,Clergy,21-2011.00,21-2011.00,21-2011,2636,Religious professionals,2636,Not Exposed,0.17
21-2021.00,"Directors, Religious Activities and Education",21-2021.00,21-2021.00,21-2021,2636,Religious professionals,2636,Not Exposed,0.17
21-2099.00,"Religious Workers, All Other",21-2099.00,21-2099.00,21-2099,3413,Religious associate professionals,3413,Not Exposed,0.12
23-1011.00,Lawyers,23-1011.00,23-1011.00,23-1011,2611,Lawyers,2611,Minimal Exposure,0.36
23-1012.00,Judicial Law Clerks,23-1012.00,23-1012.00,23-1012,3411,Legal and related associate professionals,3411,Gradient 1,0.39
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",23-1021.00,23-1021.00,23-1021,2612,Judges,2612,Not Exposed,0.31
23-1022.00,"Arbitrators, Mediators, and Conciliators",23-1022.00,23-1022.00,23-1022,2619,Legal professionals not elsewhere classified,2619,Minimal Exposure,0.37
23-1023.00,"Judges, Magistrate Judges, and Magistrates",23-1023.00,23-1023.00,23-1023,2612,Judges,2612,Not Exposed,0.31
23-2011.00,Paralegals and Legal Assistants,23-2011.00,23-2011.00,23-2011,3411,Legal and related associate professionals,3411,Gradient 1,0.39
23-2093.00,"Title Examiners, Abstractors, and Searchers",23-2093.00,23-2093.00,23-2093,3411,Legal and related associate professionals,3411,Gradient 1,0.39
23-2099.00,"Legal Support Workers, All Other",23-2099.00,23-2099.00,23-2099,3411,Legal and related associate professionals,3411,Gradient 1,0.39
25-1011.00,"Business Teachers, Postsecondary",25-1011.00,25-1011.00,25-1011,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1021.00,"Computer Science Teachers, Postsecondary",25-1021.00,25-1021.00,25-1021,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1022.00,"Mathematical Science Teachers, Postsecondary",25-1022.00,25-1022.00,25-1022,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1031.00,"Architecture Teachers, Postsecondary",25-1031.00,25-1031.00,25-1031,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1032.00,"Engineering Teachers, Postsecondary",25-1032.00,25-1032.00,25-1032,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",25-1041.00,25-1041.00,25-1041,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1042.00,"Biological Science Teachers, Postsecondary",25-1042.00,25-1042.00,25-1042,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",25-1043.00,25-1043.00,25-1043,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051.00,25-1051.00,25-1051,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1052.00,"Chemistry Teachers, Postsecondary",25-1052.00,25-1052.00,25-1052,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1053.00,"Environmental Science Teachers, Postsecondary",25-1053.00,25-1053.00,25-1053,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1054.00,"Physics Teachers, Postsecondary",25-1054.00,25-1054.00,25-1054,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",25-1061.00,25-1061.00,25-1061,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1062.00,25-1062.00,25-1062,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1063.00,"Economics Teachers, Postsecondary",25-1063.00,25-1063.00,25-1063,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1064.00,"Geography Teachers, Postsecondary",25-1064.00,25-1064.00,25-1064,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1065.00,"Political Science Teachers, Postsecondary",25-1065.00,25-1065.00,25-1065,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1066.00,"Psychology Teachers, Postsecondary",25-1066.00,25-1066.00,25-1066,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1067.00,"Sociology Teachers, Postsecondary",25-1067.00,25-1067.00,25-1067,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",25-1069.00,25-1069.00,25-1069,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1071.00,"Health Specialties Teachers, Postsecondary",25-1071.00,25-1071.00,25-1071,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",25-1072.00,25-1072.00,25-1072,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1081.00,"Education Teachers, Postsecondary",25-1081.00,25-1081.00,25-1081,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1082.00,"Library Science Teachers, Postsecondary",25-1082.00,25-1082.00,25-1082,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111.00,25-1111.00,25-1111,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1112.00,"Law Teachers, Postsecondary",25-1112.00,25-1112.00,25-1112,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1113.00,"Social Work Teachers, Postsecondary",25-1113.00,25-1113.00,25-1113,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",25-1121.00,25-1121.00,25-1121,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1122.00,"Communications Teachers, Postsecondary",25-1122.00,25-1122.00,25-1122,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1123.00,"English Language and Literature Teachers, Postsecondary",25-1123.00,25-1123.00,25-1123,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",25-1124.00,25-1124.00,25-1124,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1125.00,"History Teachers, Postsecondary",25-1125.00,25-1125.00,25-1125,2310,University and higher education teachers,2310,Minimal Exposure,0.37
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",25-1126.00,25-1126.00,25-1126,2310,University and higher education teachers,2310,Minimal Exposure,0.37
