O*NET-SOC Code,Occupation,soc2019_code,soc2010_code,soc2010_6,isco08_code,isco08_title
25-3041.00,Tutors,25-3041.00,25-3099.02,25-3099,2359.0,Teaching professionals not elsewhere classified
25-3041.00,Tutors,25-3041.00,25-3099.02,25-3099,2353.0,Other language teachers
25-3041.00,Tutors,25-3041.00,25-3099.02,25-3099,2355.0,Other arts teachers
25-3099.00,"Teachers and Instructors, All Other",25-3099.00,25-3099.00,25-3099,2359.0,Teaching professionals not elsewhere classified
25-3099.00,"Teachers and Instructors, All Other",25-3099.00,25-3099.00,25-3099,2353.0,Other language teachers
25-3099.00,"Teachers and Instructors, All Other",25-3099.00,25-3099.00,25-3099,2355.0,Other arts teachers
25-4011.00,Archivists,25-4011.00,25-4011.00,25-4011,2621.0,Archivists and curators
25-4012.00,Curators,25-4012.00,25-4012.00,25-4012,2621.0,Archivists and curators
25-4013.00,Museum Technicians and Conservators,25-4013.00,25-4013.00,25-4013,3433.0,"Gallery, museum and library technicians"
25-4022.00,Librarians and Media Collections Specialists,25-4022.00,25-4021.00,25-4021,2622.0,Librarians and related information professionals
25-4022.00,Librarians and Media Collections Specialists,25-4022.00,25-9011.00,25-9011,2622.0,Librarians and related information professionals
25-4031.00,Library Technicians,25-4031.00,25-4031.00,25-4031,3433.0,"Gallery, museum and library technicians"
25-4031.00,Library Technicians,25-4031.00,25-4031.00,25-4031,4411.0,Library clerks
25-9021.00,Farm and Home Management Educators,25-9021.00,25-9021.00,25-9021,2132.0,"Farming, forestry and fisheries advisers"
25-9031.00,Instructional Coordinators,25-9031.00,25-9031.00,25-9031,2351.0,Education methods specialists
25-9031.00,Instructional Coordinators,25-9031.00,25-9031.01,25-9031,2351.0,Education methods specialists
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",25-9042.00,25-9041.00,25-9041,5312.0,Teachers' aides
25-9043.00,"Teaching Assistants, Special Education",25-9043.00,25-9041.00,25-9041,5312.0,Teachers' aides
25-9044.00,"Teaching Assistants, Postsecondary",25-9044.00,25-1191.00,25-1191,2310.0,University and higher education teachers
25-9049.00,"Teaching Assistants, All Other",25-9049.00,25-9041.00,25-9041,5312.0,Teachers' aides
25-9099.00,"Educational Instruction and Library Workers, All Other",25-9099.00,25-9099.00,25-9099,2359.0,Teaching professionals not elsewhere classified
27-1011.00,Art Directors,27-1011.00,27-1011.00,27-1011,2654.0,"Film, stage and related directors and producers"
27-1012.00,Craft Artists,27-1012.00,27-1012.00,27-1012,2651.0,Visual artists
27-1012.00,Craft Artists,27-1012.00,27-1012.00,27-1012,3433.0,"Gallery, museum and library technicians"
27-1012.00,Craft Artists,27-1012.00,27-1012.00,27-1012,7314.0,Potters and related workers
27-1012.00,Craft Artists,27-1012.00,27-1012.00,27-1012,7317.0,"Handicraft workers in wood, basketry and related materials"
27-1012.00,Craft Artists,27-1012.00,27-1012.00,27-1012,7319.0,Handicraft workers not elsewhere classified
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",27-1013.00,27-1013.00,27-1013,2651.0,Visual artists
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",27-1013.00,27-1013.00,27-1013,3118.0,Draughtspersons
27-1014.00,Special Effects Artists and Animators,27-1014.00,27-1014.00,27-1014,2166.0,Graphic and multimedia designers
27-1019.00,"Artists and Related Workers, All Other",27-1019.00,27-1019.00,27-1019,3435.0,Other artistic and cultural associate professionals
27-1021.00,Commercial and Industrial Designers,27-1021.00,27-1021.00,27-1021,2163.0,Product and garment designers
27-1022.00,Fashion Designers,27-1022.00,27-1022.00,27-1022,2163.0,Product and garment designers
27-1023.00,Floral Designers,27-1023.00,27-1023.00,27-1023,7549.0,Craft and related workers not elsewhere classified
27-1024.00,Graphic Designers,27-1024.00,27-1024.00,27-1024,2166.0,Graphic and multimedia designers
27-1025.00,Interior Designers,27-1025.00,27-1025.00,27-1025,3432.0,Interior designers and decorators
27-1026.00,Merchandise Displayers and Window Trimmers,27-1026.00,27-1026.00,27-1026,3432.0,Interior designers and decorators
27-1027.00,Set and Exhibit Designers,27-1027.00,27-1027.00,27-1027,3432.0,Interior designers and decorators
27-1029.00,"Designers, All Other",27-1029.00,27-1029.00,27-1029,2163.0,Product and garment designers
27-2011.00,Actors,27-2011.00,27-2011.00,27-2011,2655.0,Actors
27-2012.00,Producers and Directors,27-2012.00,27-2012.00,27-2012,2654.0,"Film, stage and related directors and producers"
27-2012.00,Producers and Directors,27-2012.00,27-2012.01,27-2012,2654.0,"Film, stage and related directors and producers"
27-2012.00,Producers and Directors,27-2012.00,27-2012.02,27-2012,2654.0,"Film, stage and related directors and producers"
27-2012.03,Media Programming Directors,27-2012.03,27-2012.03,27-2012,2654.0,"Film, stage and related directors and producers"
27-2012.04,Talent Directors,27-2012.04,27-2012.04,27-2012,2654.0,"Film, stage and related directors and producers"
27-2012.05,Media Technical Directors/Managers,27-2012.05,27-2012.05,27-2012,2654.0,"Film, stage and related directors and producers"
27-2021.00,Athletes and Sports Competitors,27-2021.00,27-2021.00,27-2021,3421.0,Athletes and sports players
27-2022.00,Coaches and Scouts,27-2022.00,27-2022.00,27-2022,3422.0,"Sports coaches, instructors and officials"
27-2023.00,"Umpires, Referees, and Other Sports Officials",27-2023.00,27-2023.00,27-2023,3422.0,"Sports coaches, instructors and officials"
27-2031.00,Dancers,27-2031.00,27-2031.00,27-2031,2653.0,Dancers and choreographers
27-2032.00,Choreographers,27-2032.00,27-2032.00,27-2032,2653.0,Dancers and choreographers
27-2041.00,Music Directors and Composers,27-2041.00,27-2041.00,27-2041,2652.0,"Musicians, singers and composers"
27-2041.00,Music Directors and Composers,27-2041.00,27-2041.01,27-2041,2652.0,"Musicians, singers and composers"
27-2041.00,Music Directors and Composers,27-2041.00,27-2041.04,27-2041,2652.0,"Musicians, singers and composers"
27-2042.00,Musicians and Singers,27-2042.00,27-2042.00,27-2042,2652.0,"Musicians, singers and composers"
27-2042.00,Musicians and Singers,27-2042.00,27-2042.01,27-2042,2652.0,"Musicians, singers and composers"
27-2042.00,Musicians and Singers,27-2042.00,27-2042.02,27-2042,2652.0,"Musicians, singers and composers"
27-2091.00,"Disc Jockeys, Except Radio",27-2091.00,27-2099.00,27-2099,2659.0,Creative and performing artists not elsewhere classified
27-2091.00,"Disc Jockeys, Except Radio",27-2091.00,27-2099.00,27-2099,3435.0,Other artistic and cultural associate professionals
27-2091.00,"Disc Jockeys, Except Radio",27-2091.00,27-2099.00,27-2099,5161.0,"Astrologers, fortune-tellers and related workers"
27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other",27-2099.00,27-2099.00,27-2099,2659.0,Creative and performing artists not elsewhere classified
27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other",27-2099.00,27-2099.00,27-2099,3435.0,Other artistic and cultural associate professionals
27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other",27-2099.00,27-2099.00,27-2099,5161.0,"Astrologers, fortune-tellers and related workers"
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,27-3011.00,27-3011.00,27-3011,2656.0,"Announcers on radio, television and other media"
27-3023.00,"News Analysts, Reporters, and Journalists",27-3023.00,27-3021.00,27-3021,2656.0,"Announcers on radio, television and other media"
27-3023.00,"News Analysts, Reporters, and Journalists",27-3023.00,27-3022.00,27-3022,2642.0,Journalists
27-3031.00,Public Relations Specialists,27-3031.00,27-3031.00,27-3031,2432.0,Public relations professionals
27-3041.00,Editors,27-3041.00,27-3041.00,27-3041,2641.0,Authors and related writers
27-3041.00,Editors,27-3041.00,27-3041.00,27-3041,2642.0,Journalists
27-3042.00,Technical Writers,27-3042.00,27-3042.00,27-3042,2641.0,Authors and related writers
27-3043.00,Writers and Authors,27-3043.00,27-3043.00,27-3043,2641.0,Authors and related writers
27-3043.00,Writers and Authors,27-3043.00,27-3043.00,27-3043,2431.0,Advertising and marketing professionals
27-3043.00,Writers and Authors,27-3043.00,27-3043.04,27-3043,2641.0,Authors and related writers
27-3043.00,Writers and Authors,27-3043.00,27-3043.04,27-3043,2431.0,Advertising and marketing professionals
27-3043.05,"Poets, Lyricists and Creative Writers",27-3043.05,27-3043.05,27-3043,2641.0,Authors and related writers
27-3043.05,"Poets, Lyricists and Creative Writers",27-3043.05,27-3043.05,27-3043,2431.0,Advertising and marketing professionals
27-3091.00,Interpreters and Translators,27-3091.00,27-3091.00,27-3091,2643.0,"Translators, interpreters and other linguists"
27-3092.00,Court Reporters and Simultaneous Captioners,27-3092.00,23-2091.00,23-2091,3343.0,Administrative and executive secretaries
27-3099.00,"Media and Communication Workers, All Other",27-3099.00,27-3012.00,27-3012,2656.0,"Announcers on radio, television and other media"
27-3099.00,"Media and Communication Workers, All Other",27-3099.00,27-3099.00,27-3099,3435.0,Other artistic and cultural associate professionals
27-4011.00,Audio and Video Technicians,27-4011.00,27-4011.00,27-4011,3521.0,Broadcasting and audio-visual technicians
27-4012.00,Broadcast Technicians,27-4012.00,27-4012.00,27-4012,3521.0,Broadcasting and audio-visual technicians
27-4014.00,Sound Engineering Technicians,27-4014.00,27-4014.00,27-4014,3521.0,Broadcasting and audio-visual technicians
27-4015.00,Lighting Technicians,27-4015.00,27-4099.00,27-4099,3435.0,Other artistic and cultural associate professionals
27-4015.00,Lighting Technicians,27-4015.00,27-4099.00,27-4099,3521.0,Broadcasting and audio-visual technicians
27-4021.00,Photographers,27-4021.00,27-4021.00,27-4021,3431.0,Photographers
27-4031.00,"Camera Operators, Television, Video, and Film",27-4031.00,27-4031.00,27-4031,3521.0,Broadcasting and audio-visual technicians
27-4032.00,Film and Video Editors,27-4032.00,27-4032.00,27-4032,2654.0,"Film, stage and related directors and producers"
27-4099.00,"Media and Communication Equipment Workers, All Other",27-4099.00,27-4099.00,27-4099,3435.0,Other artistic and cultural associate professionals
27-4099.00,"Media and Communication Equipment Workers, All Other",27-4099.00,27-4099.00,27-4099,3521.0,Broadcasting and audio-visual technicians
29-1011.00,Chiropractors,29-1011.00,29-1011.00,29-1011,2269.0,Health professionals not elsewhere classified
29-1021.00,"Dentists, General",29-1021.00,29-1021.00,29-1021,2261.0,Dentists
29-1022.00,Oral and Maxillofacial Surgeons,29-1022.00,29-1022.00,29-1022,2261.0,Dentists
29-1023.00,Orthodontists,29-1023.00,29-1023.00,29-1023,2261.0,Dentists
29-1024.00,Prosthodontists,29-1024.00,29-1024.00,29-1024,2261.0,Dentists
29-1029.00,"Dentists, All Other Specialists",29-1029.00,29-1029.00,29-1029,2261.0,Dentists
29-1031.00,Dietitians and Nutritionists,29-1031.00,29-1031.00,29-1031,2265.0,Dieticians and nutritionists
29-1041.00,Optometrists,29-1041.00,29-1041.00,29-1041,2267.0,Optometrists and ophthalmic opticians
29-1051.00,Pharmacists,29-1051.00,29-1051.00,29-1051,2262.0,Pharmacists
29-1071.00,Physician Assistants,29-1071.00,29-1071.00,29-1071,2240.0,Paramedical practitioners
29-1071.01,Anesthesiologist Assistants,29-1071.01,29-1071.01,29-1071,2240.0,Paramedical practitioners
29-1081.00,Podiatrists,29-1081.00,29-1081.00,29-1081,2269.0,Health professionals not elsewhere classified
29-1122.00,Occupational Therapists,29-1122.00,29-1122.00,29-1122,2269.0,Health professionals not elsewhere classified
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",29-1122.01,29-1122.01,29-1122,2269.0,Health professionals not elsewhere classified
29-1123.00,Physical Therapists,29-1123.00,29-1123.00,29-1123,2264.0,Physiotherapists
29-1124.00,Radiation Therapists,29-1124.00,29-1124.00,29-1124,3211.0,Medical imaging and therapeutic equipment technicians
29-1125.00,Recreational Therapists,29-1125.00,29-1125.00,29-1125,2269.0,Health professionals not elsewhere classified
29-1126.00,Respiratory Therapists,29-1126.00,29-1126.00,29-1126,3259.0,Health associate professionals not elsewhere classified
29-1127.00,Speech-Language Pathologists,29-1127.00,29-1127.00,29-1127,2266.0,Audiologists and speech therapists
29-1128.00,Exercise Physiologists,29-1128.00,29-1128.00,29-1128,2264.0,Physiotherapists
29-1129.00,"Therapists, All Other",29-1129.00,29-1129.00,29-1129,2269.0,Health professionals not elsewhere classified
29-1129.01,Art Therapists,29-1129.01,29-1125.01,29-1125,2269.0,Health professionals not elsewhere classified
29-1129.02,Music Therapists,29-1129.02,29-1125.02,29-1125,2269.0,Health professionals not elsewhere classified
29-1131.00,Veterinarians,29-1131.00,29-1131.00,29-1131,2250.0,Veterinarians
29-1141.00,Registered Nurses,29-1141.00,29-1141.00,29-1141,2221.0,Nursing professionals
29-1141.01,Acute Care Nurses,29-1141.01,29-1141.01,29-1141,2221.0,Nursing professionals
29-1141.02,Advanced Practice Psychiatric Nurses,29-1141.02,29-1141.02,29-1141,2221.0,Nursing professionals
29-1141.03,Critical Care Nurses,29-1141.03,29-1141.03,29-1141,2221.0,Nursing professionals
29-1141.04,Clinical Nurse Specialists,29-1141.04,29-1141.04,29-1141,2221.0,Nursing professionals
29-1151.00,Nurse Anesthetists,29-1151.00,29-1151.00,29-1151,2221.0,Nursing professionals
29-1161.00,Nurse Midwives,29-1161.00,29-1161.00,29-1161,2222.0,Midwifery professionals
29-1171.00,Nurse Practitioners,29-1171.00,29-1171.00,29-1171,2221.0,Nursing professionals
29-1181.00,Audiologists,29-1181.00,29-1181.00,29-1181,2266.0,Audiologists and speech therapists
29-1211.00,Anesthesiologists,29-1211.00,29-1061.00,29-1061,2212.0,Specialist medical practitioners
29-1212.00,Cardiologists,29-1212.00,29-1069.00,29-1069,2211.0,Generalist medical practitioners
29-1212.00,Cardiologists,29-1212.00,29-1069.00,29-1069,2212.0,Specialist medical practitioners
29-1213.00,Dermatologists,29-1213.00,29-1069.02,29-1069,2211.0,Generalist medical practitioners
29-1213.00,Dermatologists,29-1213.00,29-1069.02,29-1069,2212.0,Specialist medical practitioners
29-1214.00,Emergency Medicine Physicians,29-1214.00,29-1069.00,29-1069,2211.0,Generalist medical practitioners
29-1214.00,Emergency Medicine Physicians,29-1214.00,29-1069.00,29-1069,2212.0,Specialist medical practitioners
29-1215.00,Family Medicine Physicians,29-1215.00,29-1062.00,29-1062,2211.0,Generalist medical practitioners
29-1216.00,General Internal Medicine Physicians,29-1216.00,29-1063.00,29-1063,2211.0,Generalist medical practitioners
