soc,skills_list,skill_text,cluster_id,canonical_skill
Marriage and Family Therapists," ""Problem Solving Strategies""",problem solving strategies,5,problem solving
Marriage and Family Therapists," ""Constructive Communication""",constructive communication,1003,constructive communication
Marriage and Family Therapists," ""Personal Growth""",personal growth,997,personal growth
Marriage and Family Therapists," ""Relationship Counseling""",relationship counseling,203,counseling techniques
Marriage and Family Therapists," ""Mental Health Assessment""",mental health assessment,896,mental health assessment
Marriage and Family Therapists," ""Treatment Planning""",treatment planning,899,treatment planning
Marriage and Family Therapists," ""Client Education""",client education,384,client education
Marriage and Family Therapists," ""Case Management""",case management,902,case management
Marriage and Family Therapists," ""Social Awareness""",social awareness,1004,social awareness
Marriage and Family Therapists," ""Conflict Resolution""]",conflict resolution,122,conflict resolution
Mental Health Counselors,"[""Crisis Intervention""",crisis intervention,900,crisis intervention
Mental Health Counselors," ""Client Advocacy""",client advocacy,995,client advocacy
Mental Health Counselors," ""Mental Health Assessment""",mental health assessment,896,mental health assessment
Mental Health Counselors," ""Treatment Planning""",treatment planning,899,treatment planning
Mental Health Counselors," ""Counseling Techniques""",counseling techniques,203,counseling techniques
Mental Health Counselors," ""Client Communication""",client communication,175,client communication
Mental Health Counselors," ""Emotional Support""",emotional support,1001,emotional support
Mental Health Counselors," ""Relationship Counseling""",relationship counseling,203,counseling techniques
Mental Health Counselors," ""Substance Abuse Prevention""",substance abuse prevention,1005,substance abuse prevention
Mental Health Counselors," ""Community Resource Development""",community resource development,921,community development
Mental Health Counselors," ""Program Planning""",program planning,209,program development
Mental Health Counselors," ""Client Education""",client education,384,client education
Mental Health Counselors," ""Collaboration and Teamwork""",collaboration and teamwork,4,communication
Mental Health Counselors," ""Record Keeping""]",record keeping,50,record keeping
Rehabilitation Counselors,"[""Client assessment""",client assessment,233,client assessment
Rehabilitation Counselors," ""Rehabilitation planning""",rehabilitation planning,911,rehabilitation planning
Rehabilitation Counselors," ""Goal setting""",goal setting,22,goal setting
Rehabilitation Counselors," ""Case management""",case management,902,case management
Rehabilitation Counselors," ""Service coordination""",service coordination,1006,service coordination
Rehabilitation Counselors," ""Job development""",job development,126,career development
Rehabilitation Counselors," ""Placement support""",placement support,1007,placement support
Rehabilitation Counselors," ""Progress monitoring""",progress monitoring,916,progress monitoring
Rehabilitation Counselors," ""Documentation""",documentation,92,technical documentation
Rehabilitation Counselors," ""Record-keeping""",record-keeping,50,record keeping
Rehabilitation Counselors," ""Client communication""",client communication,175,client communication
Rehabilitation Counselors," ""Community liaison""",community liaison,1008,community liaison
Rehabilitation Counselors," ""Collaboration""",collaboration,4,communication
Rehabilitation Counselors," ""Problem-solving""]",problem-solving,5,problem solving
"Child, Family, and School Social Workers","[""Social Work""",social work,1009,social work
"Child, Family, and School Social Workers"," ""Family Assessment""",family assessment,1010,family assessment
"Child, Family, and School Social Workers"," ""Community Resource Development""",community resource development,921,community development
"Child, Family, and School Social Workers"," ""Case Management""",case management,902,case management
"Child, Family, and School Social Workers"," ""Counseling""",counseling,203,counseling techniques
"Child, Family, and School Social Workers"," ""Child Development""",child development,904,child development
"Child, Family, and School Social Workers"," ""Family Dynamics""",family dynamics,1002,family dynamics
"Child, Family, and School Social Workers"," ""Social Services Coordination""",social services coordination,1011,social service coordination
"Child, Family, and School Social Workers"," ""Client Advocacy""",client advocacy,995,client advocacy
"Child, Family, and School Social Workers"," ""Problem Solving""",problem solving,5,problem solving
"Child, Family, and School Social Workers"," ""Communication""",communication,4,communication
"Child, Family, and School Social Workers"," ""Interpersonal Skills""]",interpersonal skills,4,communication
Healthcare Social Workers,"[""Counseling techniques""",counseling techniques,203,counseling techniques
Healthcare Social Workers," ""Social support""",social support,1012,social support
Healthcare Social Workers," ""Community resource management""",community resource management,921,community development
Healthcare Social Workers," ""Case management""",case management,902,case management
Healthcare Social Workers," ""Care coordination""",care coordination,273,coordination of care
Healthcare Social Workers," ""Client assessment""",client assessment,233,client assessment
Healthcare Social Workers," ""Environmental analysis""",environmental analysis,9,risk management
Healthcare Social Workers," ""Family support""",family support,277,family support
Healthcare Social Workers," ""Patient education""",patient education,912,patient education
Healthcare Social Workers," ""Health advocacy""",health advocacy,1013,health advocacy
Healthcare Social Workers," ""Social policy development""",social policy development,1,policy development
Healthcare Social Workers," ""Community development""]",community development,921,community development
Mental Health and Substance Abuse Social Workers,"[""Client assessment""",client assessment,233,client assessment
Mental Health and Substance Abuse Social Workers," ""Counseling techniques""",counseling techniques,203,counseling techniques
Mental Health and Substance Abuse Social Workers," ""Treatment planning""",treatment planning,899,treatment planning
Mental Health and Substance Abuse Social Workers," ""Case management""",case management,902,case management
Mental Health and Substance Abuse Social Workers," ""Client advocacy""",client advocacy,995,client advocacy
Mental Health and Substance Abuse Social Workers," ""Community resource knowledge""",community resource knowledge,921,community development
Mental Health and Substance Abuse Social Workers," ""Mental health education""",mental health education,1014,mental health education
