source_soc,source_name,target_soc,target_name,similarity,source_ai_exposure,target_ai_exposure,delta_exposure,n_missing,n_shared,missing_skills,shared_skills
11-9151.00,Social and Community Service Managers,11-9199.10,Wind Energy Development Managers,0.7712529301643372,0.37,0.3666666666666667,0.0033333333333332993,7,3,negotiation|report writing|technical documentation|project management|financial analysis|risk management|equipment maintenance,budgeting|stakeholder communication|time management
11-9151.00,Social and Community Service Managers,39-9041.00,Residential Advisors,0.7615162134170532,0.37,0.21,0.16,10,1,group dynamics|household management|facility maintenance|program development|conflict resolution|customer education|counseling techniques|team management|emergency response|data analysis,communication
11-9151.00,Social and Community Service Managers,21-1021.00,"Child, Family, and School Social Workers",0.744630753993988,0.37,0.28,0.08999999999999997,10,1,family assessment|family dynamics|social service coordination|client advocacy|social work|child development|community development|case management|counseling techniques|problem solving,communication
11-9161.00,Emergency Management Directors,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,0.7035987377166748,0.38,0.24,0.14,4,8,crew management|fire extinguishing techniques|personnel management|research methods,communication|emergency response|equipment maintenance|financial management|operations monitoring|risk management|time management|training and development
11-9161.00,Emergency Management Directors,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",0.7010468244552612,0.38,0.3666666666666667,0.013333333333333308,6,5,event planning|personnel management|budgeting|team management|customer service|problem solving,communication|emergency response|financial management|risk management|time management
11-9161.00,Emergency Management Directors,43-5031.00,Public Safety Telecommunicators,0.6654940843582153,0.38,0.2,0.18,10,4,emergency unit dispatch|location determination|guidance and instruction|communication systems management|critical information provision|call recording and documentation|sensitive database management|developing situation monitoring|data security|information retrieval,crisis management|emergency response|equipment maintenance|time management
11-9161.00,Emergency Management Directors,11-9199.10,Wind Energy Development Managers,0.6416582465171814,0.38,0.3666666666666667,0.013333333333333308,6,4,stakeholder communication|negotiation|budgeting|report writing|technical documentation|financial analysis,equipment maintenance|project management|risk management|time management
11-9161.00,Emergency Management Directors,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.6349146366119385,0.38,0.3,0.08000000000000002,8,3,psychological knowledge|industrial process knowledge|chemical knowledge|industrial hygiene research|mechanical knowledge|technical guidance|research methods|data analysis,emergency response|equipment maintenance|risk management
11-9161.00,Emergency Management Directors,11-9151.00,Social and Community Service Managers,0.6264511346817017,0.38,0.37,0.010000000000000009,9,3,volunteer coordination|financial oversight|service delivery|stakeholder communication|community outreach|program evaluation|policy development|personnel management|budgeting,communication|operations monitoring|time management
11-9161.00,Emergency Management Directors,21-1021.00,"Child, Family, and School Social Workers",0.6219637393951416,0.38,0.28,0.09999999999999998,10,1,family assessment|family dynamics|social service coordination|client advocacy|social work|child development|community development|case management|counseling techniques|problem solving,communication
11-9161.00,Emergency Management Directors,29-1071.01,Anesthesiologist Assistants,0.6151131987571716,0.38,0.23,0.15,9,1,anesthesia delivery system calibration|cardiopulmonary resuscitation|operating room supply management|airway management|basic life support|critical care|vital sign monitoring|patient monitoring|professional development,emergency response
11-9161.00,Emergency Management Directors,11-9021.00,Construction Managers,0.6028006076812744,0.38,0.24,0.14,4,5,labor management|scheduling|negotiation|budgeting,equipment maintenance|financial management|project management|risk management|time management
11-9161.00,Emergency Management Directors,33-2011.00,Firefighters,0.6014226675033569,0.38,0.18,0.2,5,6,physical fitness maintenance|fire extinguishing techniques|hazardous materials handling|forest management|critical thinking,communication|disaster recovery|emergency response|equipment maintenance|public education|risk management
11-9171.00,Funeral Home Managers,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",0.805095374584198,0.42,0.17,0.24999999999999997,8,4,emotional support|event planning|transportation management|logistics management|team management|communication|problem solving|time management,counseling techniques|customer service|financial management|funeral planning
11-9171.00,Funeral Home Managers,39-4021.00,Funeral Attendants,0.70680171251297,0.42,0.17,0.24999999999999997,10,2,mourner guidance|processional management|ceremonial protocol|vehicle operation|emotional support|facility maintenance|event planning|logistics management|problem solving|communication,customer service|equipment maintenance
11-9171.00,Funeral Home Managers,11-9179.02,Spa Managers,0.6439266800880432,0.42,0.251,0.16899999999999998,6,6,accounting|client record management|budgeting|financial analysis|inventory management|time management,customer service|equipment maintenance|marketing strategies|operations monitoring|sales techniques|staff supervision
11-9171.00,Funeral Home Managers,39-4011.00,Embalmers,0.6190735101699829,0.42,0.17,0.24999999999999997,9,3,cosmetic restoration|embalming techniques|pallbearer duties|circulatory system management|preservation fluid handling|restorative surgery|casket arrangement|record keeping|communication,counseling techniques|equipment maintenance|funeral planning
11-9171.00,Funeral Home Managers,11-9151.00,Social and Community Service Managers,0.5928843021392822,0.42,0.37,0.04999999999999999,10,1,volunteer coordination|financial oversight|service delivery|stakeholder communication|community outreach|program evaluation|policy development|personnel management|budgeting|communication,operations monitoring
11-9171.00,Funeral Home Managers,11-1021.00,General and Operations Managers,0.5857234001159668,0.42,0.4014285714285714,0.018571428571428572,7,3,goal setting|policy development|personnel management|budgeting|supply chain management|financial analysis|time management,equipment maintenance|financial management|operations monitoring
11-9171.00,Funeral Home Managers,21-1022.00,Healthcare Social Workers,0.5748162269592285,0.42,0.28,0.13999999999999996,10,1,family support|social support|health advocacy|community development|case management|coordination of care|client assessment|policy development|patient education|risk management,counseling techniques
11-9171.00,Funeral Home Managers,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",0.5721051692962646,0.42,0.3666666666666667,0.05333333333333329,9,2,event planning|personnel management|budgeting|team management|emergency response|risk management|problem solving|communication|time management,customer service|financial management
11-9171.00,Funeral Home Managers,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,0.5700529217720032,0.42,0.24,0.18,9,3,crew management|fire extinguishing techniques|personnel management|training and development|emergency response|research methods|risk management|communication|time management,equipment maintenance|financial management|operations monitoring
11-9171.00,Funeral Home Managers,11-2022.00,Sales Managers,0.5632729530334473,0.42,0.41,0.010000000000000009,9,4,sales territory management|pricing strategies|sales forecasting|market research|customer education|budgeting|team management|financial analysis|inventory management,customer service|equipment maintenance|operations monitoring|staff supervision
